Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,93,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,67,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,23,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,278,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,18,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,41,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,158,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,298,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,361,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,250,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory failure,J96,All ages,1137,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,22,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,23,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All ages,64,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,19,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,35,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,31,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,27,
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,120,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,12,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,50,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,84,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,108,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,98,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,357,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,19,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,53,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,77,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,85+,60,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,212,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,45-54,12,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,55-64,31,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,65-74,46,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,75-84,59,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,85+,52,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,All ages,208,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,18,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,53,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,79,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,64,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,216,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,55-64,21,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,65-74,44,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,75-84,62,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,85+,64,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Heart failure,I50,All ages,202,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,20,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,33,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,50,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,33,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,144,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,14,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,42,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,41,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,23,
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,130,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,45-54,17,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,55-64,55,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,65-74,119,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,75-84,102,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,85+,54,
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Sepsis,Sepsis,A40-A41,All ages,357,
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,11,
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,20,
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,31,
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,19,
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,81,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,45-54,18,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,55-64,61,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,65-74,122,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,75-84,106,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,85+,51,
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Diabetes,Diabetes,E10-E14,All ages,365,
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,45-54,12,
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,55-64,26,
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,65-74,22,
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Obesity,Obesity,E65-E68,All ages,79,
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,75-84,24,
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,85+,50,
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,All ages,77,
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,27,
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,100,
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,154,
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,286,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,45-54,14,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,55-64,41,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,65-74,114,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,75-84,94,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,85+,53,
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,Renal failure,Renal failure,N17-N19,All ages,320,
8/30/2020,2/1/2020,8/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
